0,0.751430715,0.748059461,,,0.816245967,0.75091911
1,0.804489947,0.761508903,,,0.659131891,0.371348971
2,0.770312229,0.841658405,,,0.147504675,0.224785046
3,0.782566891,0.693892948,,,0.138833468,0.562606992
4,0.859360396,0.759789223,,,0.633700391,0.089671008
5,0.737347016,0.814043874,,,0.458041448,0.902376224
6,0.7963919,0.685533233,,,0.883640503,0.532109262
7,0.785021087,0.819794751,,,0.614069755,0.487319617
8,0.808326105,0.799786539,,,0.681227512,0.504289219
9,0.830290515,0.71106075,,,0.962695902,0.547137674
10,0.79914831,0.768415664,,,0.17000626,0.476894463
11,0.764829897,0.781292684,,,0.366525256,0.984917456
12,0.8496085,0.686669175,,,0.304664364,0.733565902
13,0.797123434,0.714027305,,,0.343804736,0.009047021
14,0.878827331,0.72835457,,,0.137337051,0.325398226
15,0.824746015,0.750902982,,,0.325166528,0.801492693
16,0.818814472,0.790076245,,,0.475018558,0.690319263
17,0.802719571,0.745620375,,,0.063099731,0.787311844
18,0.796591219,0.713051293,,,0.820895014,0.77709898
19,0.774425711,0.735099333,,,0.949043247,0.113219398
20,0.793787295,0.68608698,,,,
21,0.797927685,0.723018334,,,,
22,0.871684706,0.798725113,,,,
23,0.825011389,0.79286053,,,,
24,0.799441905,0.728952417,,,,
25,0.842722442,0.739661927,,,,
26,0.835089601,0.771059336,,,,
27,0.800742494,0.762316311,,,,
28,0.904552463,0.711706585,,,,
29,0.84250217,0.723804485,,,,
30,0.661193573,0.338166925,,,,
31,0.66159172,0.312491767,,,,
32,0.644112782,0.32537398,,,,
33,0.639892569,0.32597296,,,,
34,0.636445099,0.36463293,,,,
35,0.640866667,0.382915424,,,,
36,0.625032348,0.429160393,,,,
37,0.628124205,0.349035213,,,,
38,0.663105886,0.344678372,,,,
39,0.637805971,0.411380613,,,,
40,0.658952339,0.370846532,,,,
41,0.642243752,0.381575086,,,,
42,0.65235583,0.355263166,,,,
43,0.641756856,0.33598177,,,,
44,0.61416675,0.349112213,,,,
45,0.696457386,0.385411592,,,,
46,0.670707454,0.398815318,,,,
47,0.701401139,0.415825237,,,,
48,0.602576648,0.357822599,,,,
49,0.641942503,0.380905909,,,,
50,0.69124079,0.361421262,,,,
51,0.616344878,0.360555343,,,,
52,0.632879265,0.388692931,,,,
53,0.70316736,0.355410062,,,,
54,0.701718888,0.276439972,,,,
55,0.606170896,0.362186984,,,,
56,0.610396445,0.279002089,,,,
57,0.721454325,0.403006721,,,,
58,0.684826123,0.405855096,,,,
59,0.633525065,0.395755085,,,,
60,0.164919657,0.228655746,,,,
61,0.149910214,0.234824937,,,,
62,0.109922578,0.272562803,,,,
63,0.167776685,0.244955292,,,,
64,0.100118668,0.215921719,,,,
65,0.153885429,0.202756878,,,,
66,0.125830697,0.209268861,,,,
67,0.061788438,0.225415401,,,,
68,0.139223553,0.244480777,,,,
69,0.121780841,0.221998918,,,,
70,0.147433138,0.257061496,,,,
71,0.222625787,0.216169948,,,,
72,0.189154352,0.248389113,,,,
