0,0.561478961,0.35081585
0,0.600445278,0.329212314
0,0.589197299,0.327109579
0,0.615318867,0.358189153
0,0.604589293,0.287551065
0,0.543966573,0.334975936
0,0.624189976,0.343591217
0,0.596525746,0.28369387
0,0.63526073,0.364805212
0,0.654473877,0.348178645
0,0.609891835,0.288504917
0,0.643217357,0.318381406
0,0.589982063,0.3550439
0,0.585196899,0.317641271
0,0.617632999,0.329548471
0,0.624378892,0.333727619
0,0.606705467,0.318299196
0,0.64442724,0.318757847
0,0.567702735,0.289845083
0,0.583309684,0.405946477
0,0.529663083,0.320016896
0,0.638243209,0.375367322
0,0.616885657,0.287781412
0,0.609085555,0.369249201
0,0.620361281,0.32024377
0,0.574753298,0.284782166
0,0.592616572,0.304201553
0,0.596811996,0.379506935
0,0.612104927,0.298974778
0,0.653630736,0.343457866
1,0.478238683,0.943223849
1,0.40227624,0.918807252
1,0.443394356,0.903351638
1,0.455966008,0.95583271
1,0.462103375,0.871505527
1,0.413317906,0.94013012
1,0.410556459,0.891341107
1,0.43391144,0.928717423
1,0.414008768,0.928043873
1,0.491162435,0.906229833
1,0.44637544,0.886723216
1,0.45419498,0.950579711
1,0.433809775,0.908832059
1,0.466785326,0.934785283
1,0.415140413,0.952694957
1,0.426094817,0.930438728
1,0.470212709,0.916842426
1,0.440090242,0.946836315
1,0.52303435,0.943747797
1,0.471407735,0.927249762
1,0.483997332,0.879162457
1,0.453584116,0.85700452
1,0.445439787,0.977960556
1,0.39923839,0.914091381
1,0.439260691,0.940275844
1,0.511767969,0.920377153
1,0.41070183,0.869296175
1,0.436459914,0.859457122
1,0.417535865,0.929056441
1,0.50938141,0.901582065
2,0.693336825,0.848666403
2,0.629604669,0.820853715
2,0.604901212,0.846761134
2,0.693716876,0.813881394
2,0.652417914,0.857506443
2,0.715840294,0.875719014
2,0.719463508,0.794207877
2,0.65225355,0.845578528
2,0.701343448,0.784273028
2,0.650317306,0.798920087
2,0.706164418,0.828975976
2,0.671282151,0.828176168
2,0.644974322,0.808334374
2,0.653727704,0.844047406
2,0.675931408,0.865648965
2,0.649274062,0.793789616
2,0.631954652,0.886495657
2,0.681226974,0.871079002
2,0.725498495,0.829304185
2,0.618572924,0.838481044
2,0.685880159,0.810250714
2,0.673761779,0.772841683
2,0.662794998,0.813401996
2,0.665093755,0.872055112
2,0.601074944,0.848851768
2,0.66735154,0.775774877
2,0.663754079,0.788500399
2,0.703727879,0.797822237
2,0.640494326,0.836526756
2,0.635122697,0.840222942
3,0.700858892,0.699114537
3,0.704046671,0.768784134
3,0.649015067,0.749022122
3,0.625655,0.74885176
3,0.636150924,0.76481197
3,0.662377491,0.773460125
3,0.646458953,0.721644134
3,0.677549023,0.746367014
3,0.635695228,0.71664226
3,0.644178324,0.772858972
3,0.673571028,0.770697085
3,0.644551859,0.709692846
3,0.597215123,0.738789397
3,0.627802183,0.742958449
3,0.629288532,0.744987182
3,0.687308262,0.743264153
3,0.65375153,0.725872706
3,0.688276795,0.733160863
3,0.686922191,0.773788192
3,0.628959729,0.774400531
3,0.686664357,0.761646332
3,0.646029559,0.703811448
3,0.631234568,0.754268294
3,0.648963696,0.740341929
3,0.630124924,0.747512157
3,0.665405445,0.75751723
3,0.614501926,0.751057899
3,0.640533363,0.71464928
3,0.642567309,0.773690032
3,0.664954931,0.718603391
4,0.235230533,0.800591989
4,0.224297301,0.820008534
4,0.23123993,0.771216511
4,0.276462591,0.835063025
4,0.172461216,0.748226665
4,0.241910924,0.771585492
4,0.272503279,0.851499283
4,0.28746735,0.797893445
4,0.219971833,0.763390138
4,0.260377562,0.776726974
4,0.251907825,0.758548146
4,0.257157387,0.813144811
4,0.263320939,0.781857094
4,0.240879771,0.773945145
4,0.247514763,0.815062733
4,0.229622815,0.805217422
4,0.200039554,0.854335979
4,0.242865978,0.842263164
4,0.29050513,0.80179552
4,0.227741814,0.815606871
4,0.272816878,0.779038689
4,0.21315667,0.86799853
4,0.307532513,0.743967981
4,0.260873844,0.799908997
4,0.255811497,0.814235386
4,0.240339493,0.812565443
4,0.278402334,0.77395352
4,0.234236386,0.812602214
4,0.284831229,0.777825424
4,0.293365808,0.826084827
5,0.201429175,0.770089445
5,0.246687969,0.870145325
5,0.218567335,0.862190714
5,0.236916187,0.76967684
5,0.239320012,0.849561613
5,0.222402761,0.825088267
5,0.172438163,0.823029442
5,0.183632854,0.805682844
5,0.266753134,0.856530076
5,0.280452841,0.83986258
5,0.209408864,0.761248936
5,0.163140485,0.797549994
5,0.188701676,0.869765088
5,0.164038003,0.832427822
5,0.155062022,0.845818265
5,0.210764534,0.768079608
5,0.157388795,0.858839493
5,0.158347467,0.807342085
5,0.194919735,0.826047785
5,0.162017856,0.857138661
5,0.255442199,0.841878626
5,0.208620097,0.796571409
5,0.196382021,0.815592121
5,0.171316386,0.849882016
5,0.15111495,0.822249998
5,0.23185349,0.834925782
5,0.263683216,0.825099023
5,0.201426836,0.863334916
5,0.178868726,0.831404088
5,0.234444973,0.817270972
6,0.702887446,0.384651365
6,0.714744634,0.409584173
6,0.684070925,0.431687939
6,0.67025568,0.394072478
6,0.685618443,0.38514453
6,0.685103442,0.433970787
6,0.704654815,0.409713529
6,0.655699368,0.402748139
6,0.698011447,0.449506527
6,0.65501886,0.421495115
6,0.696696075,0.381378373
6,0.688731414,0.412289746
6,0.664847191,0.380110855
6,0.704391095,0.406239028
6,0.685069629,0.418930808
6,0.698592773,0.377602997
6,0.7092789,0.394561685
6,0.649192579,0.343751828
6,0.735964871,0.367523457
6,0.686524579,0.377770193
6,0.68672114,0.401957846
6,0.69326082,0.421630139
6,0.649481195,0.405179667
6,0.671609343,0.37013735
6,0.666773567,0.407762196
6,0.664974424,0.413961079
6,0.645933985,0.370019165
6,0.7007583,0.386072708
6,0.719979526,0.429787407
6,0.722982182,0.413475866
7,0.807921381,0.644301974
7,0.75031126,0.679650224
7,0.727338303,0.635175988
7,0.697569566,0.654075408
7,0.758349251,0.605955992
7,0.729273745,0.694417931
7,0.802804125,0.688386475
7,0.748808262,0.624770959
7,0.777816765,0.711132995
7,0.726717433,0.619345626
7,0.77238749,0.619610565
7,0.766976454,0.65615796
7,0.765578043,0.584124676
7,0.74447376,0.683706348
7,0.819651509,0.633954997
7,0.768226334,0.581864748
7,0.714207269,0.652507647
7,0.759840075,0.644644177
